Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
1592,923203140,L,RM,32,4500,Pave,NA,1,Lvl,1,FR2,1,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1997,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,197,3,3,PConc,1,3,4,1,864,6,0,325,1189,GasA,1,Y,1,1189,0,0,1189,1,0,2,0,2,1,3,4,1,0,6,Attchd,1997,2,2,392,3,3,1,0,122,0,0,0,0,5,5,NA,0,4,2008,WD ,Normal,160500
1593,923204040,J,RL,150,14137,Pave,NA,1,Lvl,1,Corner,1,Mitchel,Norm,Norm,1Fam,SFoyer,4,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,98,3,3,CBlock,2,3,2,2,865,5,247,88,1200,GasA,2,Y,1,1200,0,0,1200,1,0,1,0,3,1,3,6,1,0,6,2Types,1964,1,3,850,3,3,1,0,119,0,0,171,0,5,5,NA,0,11,2008,ConLD,Normal,173000
1596,923225200,M,RM,41,2665,Pave,NA,1,Lvl,1,Inside,1,MeadowV,Norm,Norm,TwnhsE,2Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0,3,3,PConc,2,3,4,2,318,6,0,232,550,GasA,3,Y,1,925,550,0,1475,0,0,2,0,4,1,3,6,1,1,3,Attchd,1976,3,1,336,3,3,1,92,26,0,0,0,0,5,5,NA,0,5,2008,WD ,Normal,129500
1597,923225310,O,RM,21,1974,Pave,NA,1,Lvl,1,Inside,1,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1973,2006,Gable,CompShg,CemntBd,CmentBd,None,0,3,2,CBlock,2,3,2,1,501,6,0,25,526,GasA,2,Y,1,526,462,0,988,1,0,1,0,2,1,3,5,1,0,6,BuiltIn,1973,2,1,297,3,3,1,120,101,0,0,0,0,5,5,NA,0,6,2008,WD ,Normal,105000
1598,923225370,O,RM,21,1596,Pave,NA,1,Lvl,1,Inside,1,MeadowV,Norm,Norm,Twnhs,SLvl,4,6,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0,3,3,CBlock,2,3,1,1,437,6,0,25,462,GasA,3,Y,1,526,462,0,988,1,0,1,0,1,1,3,4,1,1,5,BuiltIn,1973,2,1,297,3,3,1,0,101,0,120,0,0,5,3,NA,0,7,2008,WD ,Normal,94900
1602,923250210,A,RL,100,21750,Pave,NA,1,HLS,1,Inside,2,Mitchel,Artery,Norm,1Fam,1Story,5,5,1954,1954,Hip,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,3,3,4,6,0,6,0,988,988,GasA,1,Y,2,988,0,0,988,0,0,1,0,2,1,3,4,1,0,6,Attchd,1954,2,2,520,3,3,3,0,0,0,0,0,0,5,5,NA,0,2,2008,WD ,Normal,113000
1603,923252100,A,RL,59,6490,Pave,NA,1,Lvl,1,Inside,1,Mitchel,Norm,Norm,1Fam,1Story,5,7,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,0,3,2,CBlock,3,3,4,1,534,6,0,282,816,GasA,1,Y,1,816,0,0,816,0,1,1,0,2,1,3,4,1,0,6,Attchd,1983,3,1,264,3,3,1,315,0,0,0,0,0,5,3,NA,0,4,2008,WD ,Normal,128500
1604,923275090,A,RL,37,6951,Pave,NA,2,Lvl,1,CulDSac,1,Mitchel,Norm,Norm,1Fam,1Story,5,5,1984,1985,Gable,CompShg,HdBoard,Plywood,None,0,3,3,CBlock,3,3,4,2,658,6,0,218,876,GasA,3,Y,1,923,0,0,923,1,0,1,0,3,1,3,5,1,0,6,Attchd,1984,3,1,264,3,3,1,362,0,0,0,0,0,5,2,NA,0,10,2008,WD ,Normal,119500
1605,923277030,A,RL,60,6600,Pave,NA,1,Lvl,1,Inside,1,Mitchel,Norm,Norm,1Fam,1Story,5,9,1982,2008,Gable,CompShg,VinylSd,VinylSd,None,0,2,2,CBlock,3,3,4,2,641,6,0,175,816,GasA,1,Y,1,816,0,0,816,0,1,1,0,3,1,2,5,1,1,1,Attchd,1982,3,1,264,3,3,1,0,0,0,0,0,0,5,2,NA,0,10,2008,WD ,Normal,130500
1606,923277040,A,RL,60,6600,Pave,NA,1,Lvl,1,Inside,1,Mitchel,Norm,Norm,1Fam,1Story,5,8,1982,2003,Gable,CompShg,HdBoard,HdBoard,None,0,3,2,PConc,3,2,4,1,816,6,0,0,816,GasA,1,Y,1,816,0,0,816,1,0,1,0,2,1,3,4,1,0,6,Detchd,1985,1,2,816,3,3,1,0,0,0,0,0,0,5,5,NA,0,6,2008,WD ,Normal,138000
1607,923277080,A,RL,60,6600,Pave,NA,1,Lvl,1,Inside,1,Mitchel,Norm,Norm,1Fam,1Story,5,6,1982,2005,Gable,CompShg,HdBoard,Plywood,None,0,3,3,CBlock,3,3,4,1,638,6,0,207,845,GasA,2,Y,1,845,0,0,845,0,0,1,0,3,1,2,6,1,0,6,Attchd,1982,3,1,264,3,3,1,0,0,0,0,0,0,5,5,NA,0,7,2008,WD ,Normal,134500
1609,923426010,A,RL,74,12395,Pave,NA,1,Lvl,1,Corner,1,Mitchel,Norm,Norm,1Fam,1Story,5,6,1984,1984,Gable,CompShg,HdBoard,Plywood,None,0,3,3,CBlock,3,3,4,2,647,6,0,217,864,GasA,3,Y,1,889,0,0,889,0,0,1,0,3,1,3,6,1,0,6,Attchd,1984,3,2,484,3,3,1,0,0,0,0,0,0,5,5,NA,0,4,2008,WD ,Normal,137500
1613,526352090,A,RL,85,10628,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,7,5,1970,1970,Flat,Tar&Grv,Plywood,Plywood,None,0,3,2,CBlock,3,2,1,1,778,6,0,499,1277,GasA,3,Y,1,1277,0,0,1277,1,0,1,0,2,1,3,5,1,1,5,Attchd,1970,3,2,526,3,3,1,0,0,0,0,176,0,5,3,NA,0,4,2007,WD ,Normal,167000
1620,527110130,I,RL,56,8872,Pave,NA,2,HLS,1,Inside,1,Gilbert,Norm,Norm,1Fam,SLvl,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,2,3,4,6,0,6,0,384,384,GasA,2,Y,1,754,630,0,1384,0,0,2,1,3,1,3,7,1,1,3,BuiltIn,1997,1,2,390,3,3,1,0,0,0,0,0,0,5,5,NA,0,3,2007,WD ,Normal,161500
1625,527162090,A,RL,63,7875,Pave,NA,1,Lvl,1,Inside,1,Gilbert,Norm,Norm,1Fam,1Story,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,38,3,3,PConc,2,2,4,6,0,6,0,1237,1237,GasA,2,Y,1,1253,0,0,1253,0,0,2,0,3,1,3,6,1,1,3,Attchd,1995,1,2,402,3,3,1,220,21,0,0,0,0,5,5,NA,0,6,2007,WD ,Normal,176000
1634,527184020,L,RL,38,4740,Pave,NA,2,Lvl,1,Inside,1,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1988,Gable,CompShg,CemntBd,CmentBd,None,0,2,3,CBlock,2,3,1,1,248,6,0,918,1166,GasA,2,Y,1,1179,0,0,1179,1,0,2,0,2,1,3,5,1,0,6,Attchd,1988,2,2,480,3,3,1,0,108,0,0,135,0,5,5,NA,0,10,2007,WD ,Normal,182000
1635,527184110,L,RL,35,5118,Pave,NA,2,HLS,1,Inside,1,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1990,1990,Gable,CompShg,CemntBd,CmentBd,None,0,2,3,PConc,2,3,1,1,926,6,0,386,1312,GasA,2,Y,1,1321,0,0,1321,1,0,1,0,1,1,2,4,1,1,3,Attchd,1990,2,2,484,3,3,1,0,64,140,0,0,0,5,5,NA,0,8,2007,WD ,Normal,212000
1639,527226040,P,RL,195,41600,Pave,NA,2,Lvl,1,FR2,1,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1969,1990,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,2,3,1,2,1047,6,0,53,1100,GasW,3,Y,1,1424,0,0,1424,1,0,1,1,3,1,3,7,4,0,6,2Types,1969,3,3,828,3,3,3,144,0,0,0,0,0,5,5,NA,0,11,2007,WD ,Normal,155000
1647,527302060,F,RL,78,12090,Pave,NA,1,Lvl,1,Inside,1,NWAmes,Norm,Norm,1Fam,2Story,7,7,1981,2003,Gable,CompShg,MetalSd,MetalSd,BrkFace,306,2,3,CBlock,2,3,4,2,321,6,0,404,725,GasA,1,Y,1,725,754,0,1479,0,0,2,1,3,1,2,6,1,1,3,Attchd,1981,2,2,484,3,3,1,167,72,0,0,0,0,5,5,NA,0,3,2007,WD ,Normal,176000
1653,527328050,A,RL,79,11850,Pave,NA,1,Lvl,1,FR2,1,NWAmes,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,BrkFace,98,3,3,CBlock,2,3,4,2,781,6,0,372,1153,GasA,3,Y,1,1177,0,0,1177,0,0,2,0,3,1,2,6,1,0,6,Attchd,1984,1,2,495,3,3,1,204,103,0,0,0,0,5,2,NA,0,8,2007,WD ,Normal,151500
1655,527354050,A,RL,80,10400,Pave,NA,1,Lvl,1,Inside,1,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,253,3,3,CBlock,2,3,4,1,903,6,0,356,1259,GasA,1,Y,1,1353,0,0,1353,1,0,2,0,2,1,3,5,1,1,3,Attchd,1979,2,2,478,3,3,1,240,141,0,0,0,0,5,5,NA,0,8,2007,WD ,Normal,192350
1657,527357020,A,RL,128,13001,Pave,NA,2,Lvl,1,Inside,1,NWAmes,PosN,Norm,1Fam,1Story,6,5,1971,1971,Hip,CompShg,HdBoard,HdBoard,BrkFace,176,3,3,CBlock,3,3,3,2,492,3,121,1012,1625,GasA,3,Y,1,1220,0,0,1220,0,1,2,0,2,1,3,6,1,1,3,Attchd,1971,3,2,944,3,3,1,0,0,249,0,0,0,5,5,NA,0,9,2007,WD ,Normal,170000
1658,527358060,A,RL,70,12243,Pave,NA,2,Lvl,1,Inside,1,NWAmes,Norm,Norm,1Fam,1Story,5,6,1971,1971,Gable,CompShg,Plywood,Plywood,None,0,3,3,CBlock,2,3,2,2,998,6,0,486,1484,GasA,2,Y,1,1484,0,0,1484,0,0,2,0,3,1,3,7,1,1,3,Attchd,1971,3,2,487,3,3,1,224,0,0,0,180,0,5,5,NA,0,2,2007,WD ,Normal,175000
1661,527359160,I,RL,64,8991,Pave,NA,2,Lvl,1,CulDSac,1,NWAmes,PosN,Norm,1Fam,SLvl,7,6,1976,1976,Gable,CompShg,Plywood,Plywood,Stone,130,3,3,CBlock,2,3,1,1,624,4,604,0,1228,GasA,3,Y,1,1324,0,0,1324,0,1,2,0,3,1,2,5,1,1,4,Attchd,1976,1,2,585,3,3,1,407,36,0,0,0,0,5,5,NA,0,2,2007,WD ,Normal,174000
1663,527402090,I,RL,70,10500,Pave,NA,1,Lvl,1,FR2,1,NAmes,Norm,Norm,1Fam,SLvl,5,7,1971,2005,Gambrel,CompShg,MetalSd,AsphShn,BrkFace,82,3,3,CBlock,3,3,2,2,349,6,0,23,372,GasA,3,Y,1,576,533,0,1109,0,1,1,0,3,1,3,5,1,0,6,BuiltIn,1971,3,1,288,3,3,1,35,0,0,0,0,0,5,3,NA,0,12,2007,WD ,Normal,139000
1666,527403310,A,RL,63,9457,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1990,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,4,2,566,6,0,359,925,GasA,3,Y,1,1422,0,0,1422,1,0,1,0,3,1,3,7,3,0,6,Detchd,1988,3,2,576,3,3,1,252,0,0,0,0,0,5,3,NA,0,9,2007,WD ,Normal,155000
1667,527404050,A,RL,66,7920,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,5,1970,2002,Gable,CompShg,HdBoard,HdBoard,BrkFace,32,3,3,CBlock,3,3,4,2,81,1,619,214,914,GasA,1,Y,1,914,0,0,914,0,0,1,0,3,1,1,5,1,0,6,Attchd,1970,2,1,368,3,2,1,120,0,0,0,0,0,5,5,NA,0,10,2007,WD ,Normal,133000
1668,527404100,A,RL,61,9758,Pave,NA,2,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,1971,Gable,CompShg,HdBoard,MetalSd,None,0,3,3,CBlock,3,3,4,3,412,5,287,251,950,GasA,3,Y,1,950,0,0,950,0,0,1,0,3,1,3,5,1,0,6,Detchd,1981,3,1,280,3,3,1,0,0,0,0,0,0,5,5,NA,0,7,2007,WD ,Normal,119500
1669,527404140,A,RL,70,8294,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,4,6,0,6,0,858,858,GasA,3,Y,1,872,0,0,872,0,0,1,0,3,1,3,5,1,0,6,Detchd,1974,3,4,480,3,3,1,0,0,0,0,0,0,5,3,NA,0,6,2007,WD ,Normal,123000
1672,527425140,A,RL,60,9000,Pave,NA,1,Lvl,1,FR2,1,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,PConc,3,3,4,2,616,6,0,248,864,GasA,3,Y,1,864,0,0,864,0,0,1,0,3,1,3,5,1,0,6,Detchd,1974,3,2,528,3,3,1,0,0,0,0,0,0,5,3,NA,0,5,2007,WD ,Normal,120500
1673,527427090,L,RH,34,4058,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,TwnhsE,SFoyer,7,5,1998,1998,Gable,CompShg,MetalSd,MetalSd,BrkFace,182,3,3,PConc,2,3,2,1,584,5,139,0,723,GasA,1,Y,1,767,0,0,767,1,0,1,0,1,1,3,4,1,0,6,Attchd,1998,1,1,367,3,3,1,120,40,0,0,0,0,5,5,NA,0,6,2007,WD ,Normal,133000
1674,527427160,L,RH,33,4113,Pave,NA,2,Lvl,1,Inside,1,NAmes,Norm,Norm,TwnhsE,1Story,6,5,2001,2001,Gable,CompShg,MetalSd,MetalSd,None,0,2,3,PConc,2,3,3,6,0,6,0,1337,1337,GasA,1,Y,1,1337,0,0,1337,0,0,2,0,2,1,2,5,1,1,3,Attchd,2001,1,2,511,3,3,1,136,68,0,0,0,0,5,5,NA,0,7,2007,WD ,Normal,155000
1675,527427200,L,RH,26,10943,Pave,NA,3,Lvl,1,FR2,1,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1997,1998,Gable,CompShg,MetalSd,MetalSd,None,0,2,3,PConc,2,3,4,1,930,6,0,475,1405,GasA,1,Y,1,1337,0,0,1337,1,0,2,0,2,1,2,5,1,1,3,Attchd,1997,1,2,522,3,3,1,0,68,0,0,0,0,5,5,NA,0,10,2007,WD ,Normal,177000
1676,527450030,M,RM,21,2205,Pave,NA,1,Lvl,1,Inside,1,BrDale,Norm,Norm,Twnhs,2Story,6,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,567,3,3,CBlock,3,3,4,2,312,6,0,213,525,GasA,3,Y,1,525,567,0,1092,0,0,1,1,3,1,3,6,1,0,6,Detchd,1973,3,1,264,3,3,1,144,0,0,0,0,0,5,5,NA,0,2,2007,WD ,Normal,113500
1677,527450150,M,RM,21,1890,Pave,NA,1,Lvl,1,Inside,1,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,285,3,3,CBlock,3,3,4,3,356,6,0,316,672,GasA,3,Y,1,672,546,0,1218,0,0,1,1,3,1,3,7,1,0,6,Detchd,1973,3,1,264,3,3,1,144,28,0,0,0,0,5,5,NA,0,5,2007,WD ,Normal,113000
1678,527450220,M,RM,21,2058,Pave,NA,1,Lvl,1,Inside,1,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,265,3,3,CBlock,3,3,4,6,0,6,0,672,672,GasA,1,Y,1,672,546,0,1218,0,0,1,1,4,1,1,7,1,0,6,Detchd,1973,3,1,264,3,3,1,0,28,0,0,0,0,5,5,NA,0,12,2007,WD ,Normal,113700
1679,527451020,M,RM,24,2016,Pave,NA,1,Lvl,1,Inside,1,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,304,3,3,CBlock,3,3,4,6,0,6,0,630,630,GasA,3,Y,1,630,672,0,1302,0,0,2,1,3,1,3,6,1,0,6,Detchd,1970,3,2,440,3,3,1,0,0,0,0,0,0,5,5,NA,0,4,2007,WD ,Normal,106000
1680,527451170,M,RM,24,1920,Pave,NA,1,Lvl,1,Inside,1,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,376,3,3,CBlock,3,3,4,2,471,6,0,294,765,GasA,1,Y,1,765,600,0,1365,1,0,1,1,2,1,3,6,2,0,6,Detchd,1971,3,2,440,3,3,1,240,36,0,0,0,0,5,5,NA,0,8,2007,WD ,Normal,122500
1683,527455030,L,RL,24,2304,Pave,NA,1,Lvl,1,Inside,1,NPkVill,Norm,Norm,Twnhs,1Story,7,7,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0,3,3,CBlock,2,3,4,1,632,6,6,423,1061,GasA,3,Y,1,1055,0,0,1055,0,0,2,0,2,1,3,4,1,0,6,Attchd,1978,3,1,319,3,3,1,108,32,0,0,0,0,5,5,NA,0,4,2007,WD ,Normal,142500
1684,527455250,A,RL,65,7150,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Hip,CompShg,HdBoard,HdBoard,BrkFace,52,3,3,CBlock,3,3,4,3,725,6,0,263,988,GasA,3,Y,1,988,0,0,988,1,0,1,0,3,1,3,5,1,0,6,Detchd,1974,3,1,360,3,3,1,0,0,0,0,0,0,5,5,NA,0,11,2007,WD ,Normal,129250
1716,528174010,L,RL,61,7577,Pave,NA,2,Lvl,1,Corner,1,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256,2,3,PConc,2,3,2,2,20,6,0,1342,1362,GasA,1,Y,1,1362,0,0,1362,0,0,2,0,2,1,2,6,1,1,2,Attchd,2005,2,2,460,3,3,1,192,28,0,0,0,0,5,5,NA,0,6,2007,WD ,Normal,194700
1718,528174030,L,RL,34,3903,Pave,NA,1,Lvl,1,Inside,1,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,182,2,3,PConc,2,3,2,2,1030,6,0,272,1302,GasA,1,Y,1,1302,0,0,1302,1,0,1,1,1,1,2,5,1,1,2,Attchd,2005,2,2,631,3,3,1,110,50,0,0,0,0,5,5,NA,0,5,2007,WD ,Normal,200000
1719,528174040,L,RL,41,6289,Pave,NA,2,Lvl,1,Inside,1,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256,2,3,PConc,2,3,2,2,762,6,0,600,1362,GasA,1,Y,1,1362,0,0,1362,1,0,2,0,2,1,2,6,1,1,2,Attchd,2005,2,2,460,3,3,1,192,28,0,0,0,0,5,5,NA,0,6,2007,WD ,Normal,207000
1722,528181080,L,RL,44,6442,Pave,NA,2,Lvl,1,Inside,1,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178,2,3,PConc,2,2,3,1,24,6,0,1346,1370,GasA,1,Y,1,1370,0,0,1370,0,0,2,0,2,1,2,6,1,1,2,Attchd,2006,2,2,484,3,3,1,120,49,0,0,0,0,5,5,NA,0,10,2007,WD ,Normal,202500
1727,528188160,L,RL,48,3242,Pave,NA,1,Lvl,1,Inside,1,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,235,2,3,PConc,2,3,4,1,1000,6,0,405,1405,GasA,1,Y,1,1405,0,0,1405,1,0,2,0,2,1,2,6,1,1,2,Attchd,2003,2,2,478,3,3,1,136,36,0,0,0,0,5,5,NA,0,3,2007,WD ,Normal,200000
1734,528221050,A,RL,88,12216,Pave,NA,2,Lvl,1,Corner,1,Gilbert,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,2,3,2,1,918,6,0,408,1326,GasA,1,Y,1,1326,0,0,1326,1,0,2,0,3,1,2,6,1,0,6,Attchd,2005,1,2,388,3,3,1,120,23,0,0,0,0,5,5,Shed,2000,6,2007,WD ,Normal,203000
1747,528231030,I,RL,65,16219,Pave,NA,3,Lvl,1,Inside,1,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0,2,3,PConc,2,3,1,1,779,6,0,56,835,GasA,1,Y,1,1119,0,0,1119,1,0,2,0,2,1,2,5,1,0,6,Attchd,2004,1,2,437,3,3,1,100,24,0,0,0,0,5,5,NA,0,4,2007,WD ,Normal,188500
1757,528280150,I,RL,76,9967,Pave,NA,2,Lvl,1,Inside,1,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,2,3,4,6,0,6,0,384,384,GasA,1,Y,1,774,656,0,1430,0,0,2,1,3,1,3,8,1,1,3,BuiltIn,2000,2,2,400,3,3,1,100,0,0,0,0,0,5,5,NA,0,12,2007,WD ,Normal,170000
1779,528429110,A,RL,49,15256,Pave,NA,2,Lvl,1,CulDSac,1,Somerst,RRAn,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,84,2,3,PConc,2,3,1,1,929,6,0,556,1485,GasA,1,Y,1,1464,0,0,1464,1,0,2,0,3,1,2,6,1,0,6,Attchd,2007,3,3,754,3,3,1,168,160,0,0,0,0,5,5,NA,0,8,2007,WD ,Normal,282922
1809,531375140,A,RL,60,12450,Pave,NA,1,Lvl,1,Inside,1,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,126,2,3,PConc,2,3,4,1,729,6,0,365,1094,GasA,1,Y,1,1094,0,0,1094,1,0,1,0,3,1,2,6,1,0,6,Detchd,2004,3,2,576,3,3,1,0,0,0,0,0,0,5,5,NA,0,5,2007,WD ,Normal,149000
1810,531376060,A,RL,65,7441,Pave,NA,2,Lvl,1,Inside,1,SawyerW,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,170,2,3,PConc,2,3,4,6,0,6,0,1461,1461,GasA,1,Y,1,1486,0,0,1486,0,0,2,0,3,1,2,7,1,0,6,Attchd,2006,2,2,566,3,3,1,0,32,0,0,0,0,5,5,NA,0,6,2007,WD ,Normal,181000
1813,531385070,A,RL,65,8450,Pave,NA,1,Lvl,1,Inside,1,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108,3,3,PConc,2,3,4,6,0,6,0,1349,1349,GasA,1,Y,1,1349,0,0,1349,0,0,2,0,3,1,3,6,1,0,6,Attchd,2000,3,2,539,3,3,1,120,55,0,0,0,0,5,1,NA,0,12,2007,WD ,Normal,179000
1816,531451150,M,RL,50,8012,Pave,NA,1,Lvl,1,Inside,1,SawyerW,Norm,Norm,TwnhsE,2Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0,3,3,CBlock,3,3,4,6,0,6,0,630,630,GasA,1,Y,1,630,636,0,1266,0,0,1,1,2,1,3,5,1,2,3,Attchd,1980,2,1,283,3,3,1,340,0,0,0,0,0,5,2,NA,0,7,2007,WD ,Normal,128000
1819,532353120,A,RL,64,6285,Pave,NA,1,Lvl,1,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,None,0,3,3,CBlock,2,3,4,5,138,4,351,405,894,GasA,3,Y,1,894,0,0,894,1,0,1,0,2,1,3,5,1,0,6,Detchd,1979,3,1,308,3,3,1,192,0,0,0,0,0,5,5,NA,0,3,2007,WD ,Normal,120750
1820,532354010,A,RL,80,8480,Pave,NA,1,Lvl,1,Corner,1,Sawyer,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,3,3,4,1,630,6,0,340,970,GasA,3,Y,1,970,0,0,970,1,0,1,0,2,1,3,5,1,0,6,Detchd,1996,3,2,624,3,3,1,0,24,0,0,192,0,5,5,NA,0,7,2007,WD ,Normal,132500
1821,532354060,A,RL,70,7420,Pave,NA,1,Lvl,1,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,4,4,417,6,0,640,1057,GasA,3,Y,1,1057,0,0,1057,0,0,1,0,3,1,3,6,1,0,6,Detchd,1977,1,2,576,3,3,1,0,0,0,0,0,0,5,5,NA,0,4,2007,WD ,Normal,132000
1823,532376040,A,RL,85,6970,Pave,NA,1,Lvl,1,Corner,1,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,3,3,4,2,932,6,0,108,1040,GasA,3,Y,1,1120,0,0,1120,1,0,1,1,3,1,4,5,1,0,6,Attchd,1961,2,2,544,3,3,1,168,0,0,0,0,0,5,5,Shed,400,5,2007,WD ,Normal,129000
1825,532377050,A,RL,84,7476,Pave,NA,1,Lvl,1,Corner,1,Sawyer,Norm,Norm,1Fam,1Story,5,7,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,3,3,4,4,812,6,0,228,1040,GasA,3,Y,1,1040,0,0,1040,1,0,1,1,3,1,3,5,1,0,6,Detchd,1991,1,2,686,3,3,1,188,0,0,0,0,0,5,5,NA,0,6,2007,WD ,Normal,145000
1830,532479050,A,RL,44,10751,Pave,NA,2,Lvl,1,CulDSac,1,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,44,3,3,CBlock,4,3,1,2,787,6,0,250,1037,GasA,3,Y,1,1037,0,0,1037,1,0,1,0,2,1,3,5,1,0,6,Attchd,1974,2,2,431,3,3,1,136,47,0,0,0,0,5,5,NA,0,8,2007,WD ,Normal,129000
