Order,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice
1349,G,RM,60,6155,Pave,NA,2,Lvl,FR3,1,BrkSide,RRNn,Feedr,1Fam,2Story,6,8,1920,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,4,4,3,6,0,6,0,611,611,GasA,1,Y,1,751,611,0,1362,0,0,2,0,3,1,3,6,1,0,6,Detchd,1920,1,2,502,3,4,1,0,0,84,0,0,0,5,5,NA,0,6,2008,WD ,128000
1350,B,RM,60,6324,Pave,NA,2,Lvl,Inside,1,BrkSide,Feedr,RRNn,1Fam,1Story,4,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,BrkTil,3,3,4,6,0,6,0,520,520,GasA,4,N,1,520,0,0,520,0,0,1,0,1,1,4,4,1,0,6,Detchd,1920,3,1,240,4,3,1,49,0,87,0,0,0,5,5,NA,0,5,2008,WD ,68500
1351,E,RM,50,8635,Pave,NA,1,Lvl,Inside,1,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,4,3,336,1,41,295,672,GasA,3,Y,1,1072,213,0,1285,1,0,1,0,2,1,3,6,2,0,6,Detchd,1948,3,1,240,3,3,1,0,0,0,0,0,0,5,2,NA,0,1,2008,WD ,127000
1364,B,RM,60,7200,Pave,NA,1,Lvl,Corner,1,IDOTRR,Norm,Norm,1Fam,1Story,6,7,1925,1992,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,3,3,4,6,0,6,0,1040,1040,GasA,2,Y,1,1040,0,0,1040,0,0,1,0,2,1,3,5,1,0,6,Detchd,1993,3,2,320,3,3,1,0,132,0,0,0,0,5,5,NA,0,7,2008,WD ,127500
1367,A,RM,49,8235,Pave,NA,2,HLS,Inside,1,OldTown,Feedr,RRNn,1Fam,1Story,5,7,1955,1995,Gable,CompShg,MetalSd,MetalSd,None,0,3,2,CBlock,3,3,4,5,180,4,645,0,825,GasA,3,Y,1,825,0,0,825,1,0,1,0,2,1,3,4,1,0,6,Detchd,1963,2,2,720,3,3,1,140,50,0,0,0,0,5,2,NA,0,6,2008,WD ,125000
1373,A,RL,55,8250,Pave,NA,1,Lvl,Inside,1,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,3,3,4,3,250,5,492,210,952,GasA,1,Y,1,1211,0,0,1211,0,0,1,0,3,1,3,5,1,1,3,Attchd,1968,3,1,322,3,3,1,0,63,0,0,0,0,5,5,NA,0,8,2008,WD ,134000
1382,A,RL,57,9764,Pave,NA,2,Lvl,FR2,1,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1967,2003,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,3,3,4,3,702,6,0,192,894,GasA,1,Y,1,894,0,0,894,1,0,1,0,3,1,2,5,1,0,6,Attchd,1967,2,2,450,3,3,1,0,0,0,0,0,0,5,5,NA,0,5,2008,WD ,130000
1390,A,RL,94,9239,Pave,NA,1,Lvl,Inside,1,Sawyer,Feedr,Norm,1Fam,1Story,5,8,1963,2003,Gable,CompShg,VinylSd,VinylSd,None,0,3,2,CBlock,3,3,4,1,634,6,0,326,960,GasA,1,Y,1,960,0,0,960,1,0,1,0,3,1,2,6,1,0,6,Attchd,1963,1,1,300,3,3,1,168,0,0,0,0,0,5,5,NA,0,5,2008,WD ,144900
1397,E,RL,63,8375,Pave,NA,1,Lvl,Corner,1,Sawyer,Norm,Norm,1Fam,1.5Fin,5,7,1941,1973,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,3,4,2,336,6,0,240,576,GasA,2,Y,1,864,486,0,1350,1,0,1,1,2,1,2,6,2,0,6,2Types,1973,3,3,627,3,3,3,0,0,0,0,0,0,5,2,NA,0,6,2008,WD ,152400
1405,E,RL,50,5190,Pave,NA,1,Lvl,Inside,1,Edwards,Norm,Norm,1Fam,1.5Fin,7,5,1948,1950,Gable,CompShg,BrkFace,Plywood,None,0,3,3,CBlock,3,3,4,6,0,6,0,570,570,GasA,3,Y,1,617,462,0,1079,0,0,1,0,2,1,3,5,1,1,2,Attchd,1948,3,1,249,3,3,1,135,0,0,0,0,0,5,5,NA,0,1,2008,WD ,125600
1413,F,RL,50,9360,Pave,NA,1,Lvl,Corner,1,Edwards,Norm,Norm,1Fam,2Story,6,8,1962,2001,Gable,CompShg,VinylSd,VinylSd,BrkCmn,216,2,3,CBlock,3,3,4,4,324,6,0,297,621,GasA,3,Y,1,621,648,0,1269,0,0,1,1,3,1,3,7,1,0,6,Detchd,1962,3,1,280,3,3,1,0,236,0,0,0,0,5,3,NA,0,11,2008,WD ,134500
1414,E,RL,50,8405,Pave,Grvl,1,Lvl,Inside,1,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,BrkTil,3,2,4,4,241,3,391,229,861,GasA,1,Y,1,961,406,0,1367,1,0,1,0,4,1,3,7,1,0,6,Detchd,1978,3,1,384,3,3,1,0,130,112,0,0,0,5,2,NA,0,4,2008,WD ,119000
1418,E,RL,60,9084,Pave,NA,1,Lvl,Inside,1,Edwards,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,3,4,3,5,236,4,380,0,616,GasA,3,N,1,616,495,0,1111,0,1,1,0,3,1,3,5,1,0,6,Detchd,1941,3,1,200,3,4,1,48,0,0,0,0,0,5,5,NA,0,3,2008,ConLw,95000
1432,A,RL,65,9750,Pave,NA,1,Low,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,2,3,4,1,722,6,0,268,990,GasA,1,Y,1,990,0,0,990,1,0,1,0,3,1,3,5,1,0,6,Detchd,1997,3,2,528,3,3,1,168,0,0,0,0,0,5,5,NA,0,8,2008,WD ,155000
1433,A,RL,75,9525,Pave,NA,1,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,5,6,1995,2006,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,2,3,4,6,0,6,0,1099,1099,GasA,1,Y,1,1099,0,0,1099,0,0,1,1,3,1,2,6,1,0,6,Attchd,1999,3,1,352,3,3,1,278,0,0,0,0,0,5,5,NA,0,6,2008,WD ,144000
1434,A,RL,57,9245,Pave,NA,3,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,2,3,4,1,686,6,0,304,990,GasA,1,Y,1,990,0,0,990,0,1,1,0,3,1,3,5,1,0,6,Detchd,1996,3,2,672,3,3,1,0,0,0,0,0,0,5,5,NA,0,2,2008,WD ,145000
1440,A,RL,93,9382,Pave,NA,2,Lvl,CulDSac,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,125,2,3,PConc,2,3,4,6,0,6,0,1468,1468,GasA,1,Y,1,1479,0,0,1479,0,0,2,0,3,1,2,6,1,0,6,Attchd,1999,2,2,577,3,3,1,120,25,0,0,0,0,5,5,NA,0,7,2008,WD ,191000
1446,I,RL,65,8385,Pave,NA,1,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,SLvl,5,8,1977,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,220,2,3,CBlock,2,2,2,1,595,6,0,390,985,GasA,3,Y,1,985,0,0,985,0,0,2,0,3,1,3,6,1,0,6,Attchd,1977,3,1,328,3,3,1,210,0,0,0,0,0,5,5,NA,0,11,2008,WD ,149900
1451,A,RL,88,7990,Pave,NA,2,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Hip,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,2,3,4,6,0,6,0,924,924,GasA,3,Y,1,924,0,0,924,0,0,1,0,3,1,3,5,1,0,6,Detchd,1981,3,1,280,3,3,1,0,0,0,0,0,0,5,2,NA,0,4,2008,WD ,110000
1452,A,RL,60,7180,Pave,NA,2,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,3,3,2,2,390,6,0,474,864,GasA,3,Y,1,864,0,0,864,0,0,1,0,3,1,3,5,1,0,6,Detchd,1989,3,1,352,3,3,1,0,0,0,0,0,0,5,5,NA,0,5,2008,WD ,127000
1453,A,RL,60,7200,Pave,NA,1,Bnk,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,3,3,2,2,632,6,0,148,780,GasA,1,Y,1,780,0,0,780,0,0,1,0,2,1,3,4,1,0,6,Detchd,1973,3,1,352,3,3,1,196,0,0,0,0,0,5,2,NA,0,1,2008,WD ,124900
1469,L,RM,37,4435,Pave,NA,1,Lvl,Inside,1,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170,2,3,PConc,2,3,2,1,686,6,0,162,848,GasA,1,Y,1,848,0,0,848,1,0,1,0,1,1,2,3,1,0,6,Attchd,2003,1,2,420,3,3,1,140,0,0,0,0,0,5,5,NA,0,3,2008,WD ,136500
1475,A,RL,75,9750,Pave,NA,1,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50,2,3,PConc,2,3,3,1,24,6,0,1421,1445,GasA,1,Y,1,1445,0,0,1445,0,0,2,0,3,1,2,6,1,0,6,Attchd,2004,3,2,470,3,3,1,0,35,0,0,0,0,5,5,NA,0,6,2008,WD ,186500
1476,A,RL,65,8450,Pave,NA,1,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,266,2,3,PConc,2,3,3,1,946,6,0,490,1436,GasA,1,Y,1,1436,0,0,1436,1,0,2,0,3,1,2,8,1,0,6,Attchd,2004,3,2,484,3,3,1,139,98,0,0,0,0,5,5,NA,0,4,2008,WD ,210000
1480,A,RL,74,9627,Pave,NA,1,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,2,3,PConc,2,3,2,1,24,6,0,1327,1351,GasA,1,Y,1,1361,0,0,1361,0,0,2,0,3,1,2,6,1,0,6,Attchd,2007,2,2,610,3,3,1,0,50,0,0,0,0,5,5,NA,0,6,2008,WD ,193000
1481,F,RL,63,8199,Pave,NA,1,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,WdShing,Wd Shng,None,0,2,3,PConc,2,3,2,1,648,6,0,80,728,GasA,1,Y,1,728,728,0,1456,1,0,2,1,3,1,2,7,1,1,2,Attchd,2005,1,2,410,3,3,1,36,18,0,0,0,0,5,5,NA,0,10,2008,WD ,189000
1489,A,RL,75,9937,Pave,NA,1,Lvl,Inside,1,Edwards,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0,2,3,CBlock,3,3,4,3,830,5,290,136,1256,GasA,2,Y,1,1256,0,0,1256,1,0,1,1,3,1,3,6,1,0,6,Attchd,1965,1,1,276,3,3,1,736,68,0,0,0,0,5,5,NA,0,6,2008,WD ,147500
1491,A,RL,65,6500,Pave,NA,1,Lvl,Inside,1,Edwards,Norm,Norm,1Fam,1Story,6,6,1976,1976,Hip,CompShg,HdBoard,Plywood,BrkFace,84,3,3,CBlock,3,1,4,3,1033,6,0,94,1127,GasA,3,Y,1,1127,0,0,1127,0,1,1,1,3,1,3,6,1,1,5,Detchd,1991,3,2,480,3,3,1,0,0,138,0,0,0,5,5,NA,0,5,2008,WD ,135000
1496,F,RL,72,7200,Pave,NA,1,Lvl,Inside,1,Edwards,Norm,Norm,1Fam,2Story,6,7,1976,2001,Hip,CompShg,Plywood,Plywood,None,0,3,3,CBlock,3,3,2,2,288,6,0,396,684,GasA,3,Y,1,684,714,0,1398,0,0,1,1,3,1,3,6,1,1,3,Attchd,1976,1,2,440,3,3,1,0,0,0,0,0,0,5,2,NA,0,2,2008,WD ,160500
1497,A,RL,60,7024,Pave,NA,1,Lvl,Inside,1,Edwards,Norm,Norm,1Fam,1Story,4,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,2,3,4,1,1024,6,0,108,1132,GasA,1,Y,1,1132,0,0,1132,1,0,1,1,2,1,2,5,1,0,6,Attchd,2005,1,2,451,3,3,1,252,64,0,0,0,0,5,5,NA,0,6,2008,WD ,176000
1500,O,RM,35,3675,Pave,NA,1,Lvl,Inside,1,Edwards,Norm,Norm,TwnhsE,SLvl,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,80,3,3,PConc,2,3,1,1,459,6,0,88,547,GasA,1,Y,1,1072,0,0,1072,1,0,1,0,2,1,3,5,1,0,6,Basment,2005,2,2,525,3,3,1,0,28,0,0,0,0,5,5,NA,0,6,2008,WD ,148000
1508,A,RL,68,9520,Pave,NA,1,Bnk,Inside,2,Edwards,Norm,Norm,1Fam,1Story,4,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,Stone,115,3,3,CBlock,2,3,4,4,767,6,0,144,911,GasA,3,Y,1,930,0,0,930,0,0,1,0,2,1,3,5,1,0,6,Attchd,1953,2,1,286,3,3,1,134,0,0,0,0,0,5,2,Gar2,3000,5,2008,WD ,99000
1510,E,RL,60,8172,Pave,NA,1,Lvl,Inside,1,Edwards,Norm,Norm,1Fam,1.5Fin,4,6,1954,1972,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,PConc,3,3,4,6,0,6,0,941,941,GasA,1,Y,1,997,473,0,1470,0,0,2,0,4,1,3,7,1,0,6,Detchd,1958,3,1,548,3,3,1,0,0,0,0,156,0,5,5,NA,0,5,2008,WD ,135000
1513,B,RL,67,5142,Pave,NA,1,Lvl,Inside,1,Edwards,Norm,Norm,1Fam,1.5Fin,4,7,1923,2008,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,PConc,3,3,4,2,224,6,0,725,949,GasA,3,Y,1,949,343,0,1292,0,0,1,1,3,1,2,6,1,0,6,Detchd,1923,3,1,205,3,3,3,0,0,183,0,0,0,5,5,NA,0,6,2008,WD ,108000
1520,B,RL,60,7290,Pave,NA,1,Lvl,Corner,1,SWISU,Norm,Norm,1Fam,1Story,7,8,1921,1950,Gable,CompShg,WdShing,Wd Shng,BrkFace,174,3,3,BrkTil,3,3,4,6,0,6,0,1228,1228,GasA,1,Y,1,1424,0,0,1424,0,0,2,0,2,1,3,7,1,1,2,Attchd,1921,3,1,312,3,3,1,0,0,90,0,0,0,5,5,NA,0,4,2008,WD ,168000
1524,G,RL,66,8969,Pave,NA,1,Bnk,Inside,1,Crawfor,Norm,Norm,1Fam,2Story,6,6,1926,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,3,4,3,379,6,0,265,644,GasA,1,Y,1,672,644,0,1316,1,0,1,0,2,1,3,6,1,1,2,Detchd,2001,3,1,369,3,3,2,0,0,0,0,192,0,5,2,NA,0,7,2008,WD ,145000
1528,B,RL,52,6292,Pave,NA,1,Bnk,Inside,1,SWISU,Norm,Norm,1Fam,1Story,6,5,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,2,3,3,4,384,6,0,384,768,GasA,3,N,1,790,0,0,790,0,0,1,0,2,1,3,4,1,0,6,Detchd,1925,3,1,160,4,3,1,0,141,0,0,0,0,5,5,NA,0,4,2008,WD ,91000
1536,A,RL,79,7801,Pave,NA,2,Lvl,Corner,1,Crawfor,Feedr,Norm,1Fam,1Story,6,5,1951,1951,Hip,CompShg,WdShing,Plywood,BrkFace,88,3,4,PConc,3,3,4,4,500,6,0,591,1091,GasA,4,N,2,1091,0,0,1091,0,1,1,0,2,1,3,5,1,1,3,Attchd,1951,1,1,344,3,3,1,66,105,0,0,221,0,5,2,NA,0,5,2008,WD ,104000
1543,M,RM,24,1879,Pave,NA,1,Lvl,CulDSac,1,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,2,3,4,1,366,6,0,150,516,GasA,3,Y,1,516,516,0,1032,0,0,1,0,2,1,3,5,1,1,3,Detchd,1980,3,2,462,3,3,1,213,0,0,0,0,0,5,1,NA,0,12,2008,WD ,116500
1545,B,RM,50,7000,Pave,NA,1,Lvl,Inside,1,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1926,1998,Gable,CompShg,VinylSd,VinylSd,None,0,3,2,BrkTil,3,3,4,4,299,1,40,555,894,GasA,3,Y,1,919,0,0,919,1,0,1,0,2,1,3,5,1,0,6,Detchd,1926,3,1,195,3,3,2,0,0,116,0,0,0,5,2,NA,0,7,2008,WD ,126000
1546,E,RM,60,6000,Pave,NA,1,Lvl,Inside,1,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,8,1940,2006,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,4,3,4,6,0,6,0,720,720,GasA,2,Y,1,760,330,0,1090,0,0,1,0,3,1,3,5,1,0,6,Detchd,1940,3,1,240,3,3,1,0,0,0,0,0,0,5,5,NA,0,7,2008,WD ,120000
1549,B,RM,71,6900,Pave,NA,1,Lvl,Inside,1,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1940,1955,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,3,3,4,2,403,4,125,212,740,GasA,1,Y,1,778,0,0,778,0,0,1,0,2,1,3,4,1,1,2,Detchd,1966,1,1,924,1,1,1,0,25,0,0,0,0,5,5,NA,0,2,2008,WD ,120500
1552,B,RM,60,7392,Pave,NA,1,Lvl,Inside,1,IDOTRR,Norm,Norm,1Fam,1Story,5,7,1930,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,3,4,6,0,6,0,520,520,GasA,3,Y,2,912,0,0,912,0,0,1,0,2,1,3,5,1,0,6,Detchd,1934,2,1,360,3,3,1,0,90,0,0,0,0,5,5,NA,0,5,2008,WD ,99500
1555,G,C (all),60,5280,Pave,NA,1,Lvl,Corner,1,IDOTRR,Feedr,Norm,1Fam,2Story,4,7,1895,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,Stone,5,4,4,6,0,6,0,173,173,GasA,1,N,1,825,536,0,1361,0,0,1,0,2,1,3,6,1,0,6,Detchd,1895,3,1,185,4,3,1,0,123,0,0,0,0,5,5,NA,0,7,2008,WD ,89000
1556,G,C (all),50,8500,Pave,Pave,1,Lvl,Inside,1,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,None,0,3,4,BrkTil,3,3,4,6,0,6,0,649,649,GasA,3,N,1,649,668,0,1317,0,0,1,0,3,1,3,6,1,0,6,Detchd,1920,3,1,250,3,4,3,0,54,172,0,0,0,5,2,NA,0,7,2008,WD ,40000
1557,E,C (all),52,5150,Pave,NA,1,Lvl,Corner,1,IDOTRR,Feedr,Norm,1Fam,1.5Fin,4,7,1910,2000,Gable,CompShg,Plywood,Plywood,None,0,3,3,PConc,5,3,4,6,0,6,0,356,356,GasA,3,N,2,671,378,0,1049,0,0,1,0,2,1,3,5,1,0,6,Detchd,1910,3,1,195,5,4,3,0,0,0,0,0,0,5,5,NA,0,5,2008,WD ,80900
1559,G,C (all),60,9000,Grvl,NA,1,Bnk,Inside,1,IDOTRR,Norm,Norm,1Fam,2Story,4,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,Stone,4,4,3,6,0,6,0,592,592,GasA,1,Y,1,432,432,0,864,0,0,1,1,3,1,4,5,3,0,6,Detchd,1920,3,1,216,4,4,3,0,30,160,0,0,0,5,5,NA,0,6,2008,WD ,65000
1567,I,RL,76,9880,Pave,NA,1,Lvl,Inside,1,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0,3,3,CBlock,3,3,2,2,522,6,0,574,1096,GasA,3,Y,1,1118,0,0,1118,1,0,1,0,3,1,3,6,1,1,5,Attchd,1977,1,1,358,3,3,1,203,0,0,0,0,576,2,1,NA,0,7,2008,WD ,171000
1577,I,RL,73,9802,Pave,NA,1,Lvl,Inside,1,Timber,Norm,Norm,1Fam,SLvl,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,2,3,4,6,0,6,0,352,352,GasA,2,Y,1,712,730,0,1442,0,0,2,1,3,1,3,6,1,0,6,BuiltIn,2007,1,2,400,3,3,1,100,0,0,0,0,0,5,5,NA,0,4,2008,WD ,172500
1592,L,RM,32,4500,Pave,NA,1,Lvl,FR2,1,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1997,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,197,3,3,PConc,1,3,4,1,864,6,0,325,1189,GasA,1,Y,1,1189,0,0,1189,1,0,2,0,2,1,3,4,1,0,6,Attchd,1997,2,2,392,3,3,1,0,122,0,0,0,0,5,5,NA,0,4,2008,WD ,160500
1596,M,RM,41,2665,Pave,NA,1,Lvl,Inside,1,MeadowV,Norm,Norm,TwnhsE,2Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0,3,3,PConc,2,3,4,2,318,6,0,232,550,GasA,3,Y,1,925,550,0,1475,0,0,2,0,4,1,3,6,1,1,3,Attchd,1976,3,1,336,3,3,1,92,26,0,0,0,0,5,5,NA,0,5,2008,WD ,129500
1597,O,RM,21,1974,Pave,NA,1,Lvl,Inside,1,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1973,2006,Gable,CompShg,CemntBd,CmentBd,None,0,3,2,CBlock,2,3,2,1,501,6,0,25,526,GasA,2,Y,1,526,462,0,988,1,0,1,0,2,1,3,5,1,0,6,BuiltIn,1973,2,1,297,3,3,1,120,101,0,0,0,0,5,5,NA,0,6,2008,WD ,105000
1598,O,RM,21,1596,Pave,NA,1,Lvl,Inside,1,MeadowV,Norm,Norm,Twnhs,SLvl,4,6,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0,3,3,CBlock,2,3,1,1,437,6,0,25,462,GasA,3,Y,1,526,462,0,988,1,0,1,0,1,1,3,4,1,1,5,BuiltIn,1973,2,1,297,3,3,1,0,101,0,120,0,0,5,3,NA,0,7,2008,WD ,94900
1603,A,RL,59,6490,Pave,NA,1,Lvl,Inside,1,Mitchel,Norm,Norm,1Fam,1Story,5,7,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,0,3,2,CBlock,3,3,4,1,534,6,0,282,816,GasA,1,Y,1,816,0,0,816,0,1,1,0,2,1,3,4,1,0,6,Attchd,1983,3,1,264,3,3,1,315,0,0,0,0,0,5,3,NA,0,4,2008,WD ,128500
1604,A,RL,37,6951,Pave,NA,2,Lvl,CulDSac,1,Mitchel,Norm,Norm,1Fam,1Story,5,5,1984,1985,Gable,CompShg,HdBoard,Plywood,None,0,3,3,CBlock,3,3,4,2,658,6,0,218,876,GasA,3,Y,1,923,0,0,923,1,0,1,0,3,1,3,5,1,0,6,Attchd,1984,3,1,264,3,3,1,362,0,0,0,0,0,5,2,NA,0,10,2008,WD ,119500
1605,A,RL,60,6600,Pave,NA,1,Lvl,Inside,1,Mitchel,Norm,Norm,1Fam,1Story,5,9,1982,2008,Gable,CompShg,VinylSd,VinylSd,None,0,2,2,CBlock,3,3,4,2,641,6,0,175,816,GasA,1,Y,1,816,0,0,816,0,1,1,0,3,1,2,5,1,1,1,Attchd,1982,3,1,264,3,3,1,0,0,0,0,0,0,5,2,NA,0,10,2008,WD ,130500
1606,A,RL,60,6600,Pave,NA,1,Lvl,Inside,1,Mitchel,Norm,Norm,1Fam,1Story,5,8,1982,2003,Gable,CompShg,HdBoard,HdBoard,None,0,3,2,PConc,3,2,4,1,816,6,0,0,816,GasA,1,Y,1,816,0,0,816,1,0,1,0,2,1,3,4,1,0,6,Detchd,1985,1,2,816,3,3,1,0,0,0,0,0,0,5,5,NA,0,6,2008,WD ,138000
1607,A,RL,60,6600,Pave,NA,1,Lvl,Inside,1,Mitchel,Norm,Norm,1Fam,1Story,5,6,1982,2005,Gable,CompShg,HdBoard,Plywood,None,0,3,3,CBlock,3,3,4,1,638,6,0,207,845,GasA,2,Y,1,845,0,0,845,0,0,1,0,3,1,2,6,1,0,6,Attchd,1982,3,1,264,3,3,1,0,0,0,0,0,0,5,5,NA,0,7,2008,WD ,134500
1620,I,RL,56,8872,Pave,NA,2,HLS,Inside,1,Gilbert,Norm,Norm,1Fam,SLvl,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,2,3,4,6,0,6,0,384,384,GasA,2,Y,1,754,630,0,1384,0,0,2,1,3,1,3,7,1,1,3,BuiltIn,1997,1,2,390,3,3,1,0,0,0,0,0,0,5,5,NA,0,3,2007,WD ,161500
1625,A,RL,63,7875,Pave,NA,1,Lvl,Inside,1,Gilbert,Norm,Norm,1Fam,1Story,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,38,3,3,PConc,2,2,4,6,0,6,0,1237,1237,GasA,2,Y,1,1253,0,0,1253,0,0,2,0,3,1,3,6,1,1,3,Attchd,1995,1,2,402,3,3,1,220,21,0,0,0,0,5,5,NA,0,6,2007,WD ,176000
1634,L,RL,38,4740,Pave,NA,2,Lvl,Inside,1,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1988,Gable,CompShg,CemntBd,CmentBd,None,0,2,3,CBlock,2,3,1,1,248,6,0,918,1166,GasA,2,Y,1,1179,0,0,1179,1,0,2,0,2,1,3,5,1,0,6,Attchd,1988,2,2,480,3,3,1,0,108,0,0,135,0,5,5,NA,0,10,2007,WD ,182000
1635,L,RL,35,5118,Pave,NA,2,HLS,Inside,1,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1990,1990,Gable,CompShg,CemntBd,CmentBd,None,0,2,3,PConc,2,3,1,1,926,6,0,386,1312,GasA,2,Y,1,1321,0,0,1321,1,0,1,0,1,1,2,4,1,1,3,Attchd,1990,2,2,484,3,3,1,0,64,140,0,0,0,5,5,NA,0,8,2007,WD ,212000
